"Date of Landing","Lot_ID","Product_Desc","Quantity","Harvesting_Details","Lot_ID_Desc","Outbreak"
"2021-10-25",6731,"Red_Snaper_Fish",571,"Horsepen Pond","LOT6731 2021-10-25 Horsepen Pond","no"
"2022-05-19",5357,"Frog_fish",475,"Beaverdam Creek","LOT5357 2022-05-19 Beaverdam Creek","no"
"2021-10-19",1451,"Crab or Crab Meat",201,"Camp Area Fishing","LOT1451 2021-10-19 Camp Area Fishing","no"
"2022-03-31",1613,"Lobster",213,"Camp Area Fishing","LOT1613 2022-03-31 Camp Area Fishing","no"
"2021-12-24",2350,"Tuna",264,"Scout high point fishing","LOT2350 2021-12-24 Scout high point fishing","no"
"2022-05-09",2686,"White_Fish",288,"Feild Point Fishing","LOT2686 2022-05-09 Feild Point Fishing","no"
"2021-09-22",2610,"Tuna",283,"Feild Point Fishing","LOT2610 2021-09-22 Feild Point Fishing","no"
"2021-10-15",1734,"Lobster",221,"Camp Area Fishing","LOT1734 2021-10-15 Camp Area Fishing","no"
"2023-03-21",8702,"Claws Crab Meat",709,"Fishing Pier","LOT8702 2023-03-21 Fishing Pier","yes"
"2022-06-21",2891,"White_Fish",302,"Feild Point Fishing","LOT2891 2022-06-21 Feild Point Fishing","no"
"2022-08-20",7054,"Jumbo Lump Crab MEat",594,"Windmill Pond","LOT7054 2022-08-20 Windmill Pond","yes"
"2022-12-10",2562,"Tuna",279,"Feild Point Fishing","LOT2562 2022-12-10 Feild Point Fishing","no"
"2022-06-06",1713,"Lobster",220,"Camp Area Fishing","LOT1713 2022-06-06 Camp Area Fishing","no"
"2022-08-11",6383,"Red_Snaper_Fish",547,"Horsepen Pond","LOT6383 2022-08-11 Horsepen Pond","no"
"2021-09-20",9151,"COLOSSAL LUMP crab Meat",741,"Aldred Pond","LOT9151 2021-09-20 Aldred Pond","yes"
"2022-02-21",1609,"Lobster",213,"Camp Area Fishing","LOT1609 2022-02-21 Camp Area Fishing","no"
"2022-07-06",6910,"Jumbo Lump Crab MEat",584,"Windmill Pond","LOT6910 2022-07-06 Windmill Pond","no"
"2022-07-06",8650,"Claws Crab Meat",706,"Fishing Pier","LOT8650 2022-07-06 Fishing Pier","yes"
"2022-10-31",8877,"Claws Crab Meat",721,"Aldred Pond","LOT8877 2022-10-31 Aldred Pond","yes"
"2022-03-10",6723,"Red_Snaper_Fish",571,"Horsepen Pond","LOT6723 2022-03-10 Horsepen Pond","no"
"2022-01-03",2413,"Tuna",269,"Scout high point fishing","LOT2413 2022-01-03 Scout high point fishing","no"
"2021-12-11",6716,"Red_Snaper_Fish",570,"Horsepen Pond","LOT6716 2021-12-11 Horsepen Pond","no"
"2022-12-06",912,"Shrimp",164,"Pond Area Fishing","LOT912 2022-12-06 Pond Area Fishing","no"
"2022-06-23",4744,"File_Fish",432,"Quail Ridge Lake Access","LOT4744 2022-06-23 Quail Ridge Lake Access","no"
"2021-10-17",712,"Shrimp",150,"Pond Area Fishing","LOT712 2021-10-17 Pond Area Fishing","no"
"2022-05-26",4781,"File_Fish",435,"Quail Ridge Lake Access","LOT4781 2022-05-26 Quail Ridge Lake Access","no"
"2022-04-08",8435,"Claws Crab Meat",690,"Fishing Pier","LOT8435 2022-04-08 Fishing Pier","yes"
"2022-01-24",1348,"Crab or Crab Meat",194,"Camp Area Fishing","LOT1348 2022-01-24 Camp Area Fishing","no"
"2021-10-05",5349,"Frog_fish",474,"Beaverdam Creek","LOT5349 2021-10-05 Beaverdam Creek","no"
"2023-01-22",8733,"Claws Crab Meat",711,"Fishing Pier","LOT8733 2023-01-22 Fishing Pier","yes"
"2023-02-25",9158,"COLOSSAL LUMP crab Meat",741,"Aldred Pond","LOT9158 2023-02-25 Aldred Pond","yes"
"2021-08-22",2489,"Tuna",274,"Scout high point fishing","LOT2489 2021-08-22 Scout high point fishing","no"
"2022-07-25",2762,"White_Fish",293,"Feild Point Fishing","LOT2762 2022-07-25 Feild Point Fishing","no"
"2022-04-27",27,"Salmon",102,"Outshore Fishing Area","LOT27 2022-04-27 Outshore Fishing Area","no"
"2021-09-30",9147,"COLOSSAL LUMP crab Meat",740,"Aldred Pond","LOT9147 2021-09-30 Aldred Pond","yes"
"2022-03-05",8727,"Claws Crab Meat",711,"Fishing Pier","LOT8727 2022-03-05 Fishing Pier","yes"
"2021-07-15",3995,"Ballon_Fish",380,"DragonFLy Park","LOT3995 2021-07-15 DragonFLy Park","no"
"2022-10-11",3003,"White_Fish",310,"Feild Point Fishing","LOT3003 2022-10-11 Feild Point Fishing","no"
"2022-08-21",3402,"Angel_Fish",338,"Lake Birchwood","LOT3402 2022-08-21 Lake Birchwood","no"
"2023-01-12",2505,"Tuna",275,"Feild Point Fishing","LOT2505 2023-01-12 Feild Point Fishing","no"
"2022-04-21",5806,"Gold Fish",506,"Bullfrog Fishing Hole","LOT5806 2022-04-21 Bullfrog Fishing Hole","no"
"2022-01-30",6180,"Gold Fish",533,"Bullfrog Fishing Hole","LOT6180 2022-01-30 Bullfrog Fishing Hole","no"
"2022-04-29",806,"Shrimp",156,"Pond Area Fishing","LOT806 2022-04-29 Pond Area Fishing","no"
"2023-01-21",5043,"File_Fish",453,"Beaverdam Creek","LOT5043 2023-01-21 Beaverdam Creek","no"
"2022-11-23",5729,"Frog_fish",501,"Bullfrog Fishing Hole","LOT5729 2022-11-23 Bullfrog Fishing Hole","no"
"2022-07-19",7220,"Jumbo Lump Crab MEat",605,"Windmill Pond","LOT7220 2022-07-19 Windmill Pond","yes"
"2023-01-09",5075,"File_Fish",455,"Beaverdam Creek","LOT5075 2023-01-09 Beaverdam Creek","no"
"2022-01-06",3855,"Ballon_Fish",370,"DragonFLy Park","LOT3855 2022-01-06 DragonFLy Park","no"
"2021-08-25",1082,"Crab or Crab Meat",176,"Pond Area Fishing","LOT1082 2021-08-25 Pond Area Fishing","no"
"2021-11-06",3370,"Angel_Fish",336,"Lake Birchwood","LOT3370 2021-11-06 Lake Birchwood","no"
"2022-06-11",2632,"Tuna",284,"Feild Point Fishing","LOT2632 2022-06-11 Feild Point Fishing","no"
"2022-10-15",4130,"Ballon_Fish",389,"DragonFLy Park","LOT4130 2022-10-15 DragonFLy Park","no"
"2023-01-17",7630,"Lump Crab Meat",634,"Silver Lake Regional Park","LOT7630 2023-01-17 Silver Lake Regional Park","yes"
"2022-12-29",3997,"Ballon_Fish",380,"DragonFLy Park","LOT3997 2022-12-29 DragonFLy Park","no"
"2022-06-03",2943,"White_Fish",306,"Feild Point Fishing","LOT2943 2022-06-03 Feild Point Fishing","no"
"2021-07-28",7202,"Jumbo Lump Crab MEat",604,"Windmill Pond","LOT7202 2021-07-28 Windmill Pond","yes"
"2022-11-27",9623,"Item",774,"Tippecanoe Lake","LOT9623 2022-11-27 Tippecanoe Lake","yes"
"2022-08-07",9512,"Item",766,"Tippecanoe Lake","LOT9512 2022-08-07 Tippecanoe Lake","yes"
"2022-05-05",6820,"Red_Snaper_Fish",577,"Horsepen Pond","LOT6820 2022-05-05 Horsepen Pond","no"
"2023-03-07",7167,"Jumbo Lump Crab MEat",602,"Windmill Pond","LOT7167 2023-03-07 Windmill Pond","yes"
"2022-03-04",9254,"COLOSSAL LUMP crab Meat",748,"Aldred Pond","LOT9254 2022-03-04 Aldred Pond","yes"
"2023-02-22",1458,"Crab or Crab Meat",202,"Camp Area Fishing","LOT1458 2023-02-22 Camp Area Fishing","no"
"2021-11-02",3386,"Angel_Fish",337,"Lake Birchwood","LOT3386 2021-11-02 Lake Birchwood","no"
"2021-08-01",2348,"Tuna",264,"Scout high point fishing","LOT2348 2021-08-01 Scout high point fishing","no"
"2021-10-04",277,"Salmon",119,"Outshore Fishing Area","LOT277 2021-10-04 Outshore Fishing Area","no"
"2021-12-30",1814,"Lobster",227,"Camp Area Fishing","LOT1814 2021-12-30 Camp Area Fishing","no"
"2022-09-13",6993,"Jumbo Lump Crab MEat",589,"Windmill Pond","LOT6993 2022-09-13 Windmill Pond","no"
"2022-09-30",1738,"Lobster",222,"Camp Area Fishing","LOT1738 2022-09-30 Camp Area Fishing","no"
"2022-04-03",7434,"Lump Crab Meat",620,"Windmill Pond","LOT7434 2022-04-03 Windmill Pond","yes"
"2022-02-28",5716,"Frog_fish",500,"Bullfrog Fishing Hole","LOT5716 2022-02-28 Bullfrog Fishing Hole","no"
"2022-01-31",1250,"Crab or Crab Meat",187,"Pond Area Fishing","LOT1250 2022-01-31 Pond Area Fishing","no"
"2023-01-14",7823,"Lump Crab Meat",648,"Silver Lake Regional Park","LOT7823 2023-01-14 Silver Lake Regional Park","yes"
"2022-07-17",675,"Shrimp",147,"Pond Area Fishing","LOT675 2022-07-17 Pond Area Fishing","no"
"2022-11-25",638,"Shrimp",145,"Pond Area Fishing","LOT638 2022-11-25 Pond Area Fishing","no"
"2022-08-27",8473,"Claws Crab Meat",693,"Fishing Pier","LOT8473 2022-08-27 Fishing Pier","yes"
"2022-10-04",6264,"Gold Fish",538,"Horsepen Pond","LOT6264 2022-10-04 Horsepen Pond","no"
"2022-01-24",654,"Shrimp",146,"Pond Area Fishing","LOT654 2022-01-24 Pond Area Fishing","no"
"2022-05-10",6865,"Jumbo Lump Crab MEat",581,"Horsepen Pond","LOT6865 2022-05-10 Horsepen Pond","no"
"2021-07-27",9403,"COLOSSAL LUMP crab Meat",758,"Tippecanoe Lake","LOT9403 2021-07-27 Tippecanoe Lake","yes"
"2021-11-12",9774,"Item",784,"Tippecanoe Lake","LOT9774 2021-11-12 Tippecanoe Lake","yes"
"2022-10-01",10,"Salmon",101,"Outshore Fishing Area","LOT10 2022-10-01 Outshore Fishing Area","no"
"2021-12-22",8624,"Claws Crab Meat",704,"Fishing Pier","LOT8624 2021-12-22 Fishing Pier","yes"
"2021-12-09",9800,"Item",786,"Tippecanoe Lake","LOT9800 2021-12-09 Tippecanoe Lake","yes"
"2022-11-09",8273,"Cocktail Claws Carb Meat",679,"Fishing Pier","LOT8273 2022-11-09 Fishing Pier","yes"
"2022-03-06",3020,"White_Fish",311,"Feild Point Fishing","LOT3020 2022-03-06 Feild Point Fishing","no"
"2022-05-04",2549,"Tuna",278,"Feild Point Fishing","LOT2549 2022-05-04 Feild Point Fishing","no"
"2021-12-18",7682,"Lump Crab Meat",638,"Silver Lake Regional Park","LOT7682 2021-12-18 Silver Lake Regional Park","yes"
"2022-11-23",9856,"Item",790,"Tippecanoe Lake","LOT9856 2022-11-23 Tippecanoe Lake","yes"
"2022-01-26",4850,"File_Fish",439,"Quail Ridge Lake Access","LOT4850 2022-01-26 Quail Ridge Lake Access","no"
"2022-12-25",381,"Salmon",127,"Outshore Fishing Area","LOT381 2022-12-25 Outshore Fishing Area","no"
"2022-11-17",7387,"Lump Crab Meat",617,"Windmill Pond","LOT7387 2022-11-17 Windmill Pond","yes"
"2021-07-26",7480,"Lump Crab Meat",624,"Windmill Pond","LOT7480 2021-07-26 Windmill Pond","yes"
"2021-12-23",384,"Salmon",127,"Outshore Fishing Area","LOT384 2021-12-23 Outshore Fishing Area","no"
"2022-12-15",5743,"Frog_fish",502,"Bullfrog Fishing Hole","LOT5743 2022-12-15 Bullfrog Fishing Hole","no"
"2022-10-28",4372,"Cat_Fish",406,"DragonFLy Park","LOT4372 2022-10-28 DragonFLy Park","no"
"2021-09-18",4375,"Cat_Fish",406,"DragonFLy Park","LOT4375 2021-09-18 DragonFLy Park","no"
"2021-12-22",1819,"Lobster",227,"Camp Area Fishing","LOT1819 2021-12-22 Camp Area Fishing","no"
"2022-03-26",625,"Shrimp",144,"Outshore Fishing Area","LOT625 2022-03-26 Outshore Fishing Area","no"
"2021-08-22",7749,"Lump Crab Meat",642,"Silver Lake Regional Park","LOT7749 2021-08-22 Silver Lake Regional Park","yes"
"2022-04-27",7160,"Jumbo Lump Crab MEat",601,"Windmill Pond","LOT7160 2022-04-27 Windmill Pond","yes"
"2022-05-14",3643,"Angel_Fish",355,"Lake Birchwood","LOT3643 2022-05-14 Lake Birchwood","no"
"2022-06-07",5839,"Gold Fish",509,"Bullfrog Fishing Hole","LOT5839 2022-06-07 Bullfrog Fishing Hole","no"
"2022-09-07",5901,"Gold Fish",513,"Bullfrog Fishing Hole","LOT5901 2022-09-07 Bullfrog Fishing Hole","no"
"2021-09-16",9387,"COLOSSAL LUMP crab Meat",757,"Tippecanoe Lake","LOT9387 2021-09-16 Tippecanoe Lake","yes"
"2021-08-14",3406,"Angel_Fish",338,"Lake Birchwood","LOT3406 2021-08-14 Lake Birchwood","no"
"2022-11-04",1103,"Crab or Crab Meat",177,"Pond Area Fishing","LOT1103 2022-11-04 Pond Area Fishing","no"
"2022-07-22",4207,"Ballon_Fish",394,"DragonFLy Park","LOT4207 2022-07-22 DragonFLy Park","no"
"2023-01-04",9798,"Item",786,"Tippecanoe Lake","LOT9798 2023-01-04 Tippecanoe Lake","yes"
"2022-04-08",6766,"Red_Snaper_Fish",574,"Horsepen Pond","LOT6766 2022-04-08 Horsepen Pond","no"
"2022-02-20",4627,"Cat_Fish",424,"Quail Ridge Lake Access","LOT4627 2022-02-20 Quail Ridge Lake Access","no"
"2022-10-16",2914,"White_Fish",304,"Feild Point Fishing","LOT2914 2022-10-16 Feild Point Fishing","no"
"2022-03-08",9007,"COLOSSAL LUMP crab Meat",731,"Aldred Pond","LOT9007 2022-03-08 Aldred Pond","yes"
"2022-02-09",5715,"Frog_fish",500,"Bullfrog Fishing Hole","LOT5715 2022-02-09 Bullfrog Fishing Hole","no"
"2022-05-29",9163,"COLOSSAL LUMP crab Meat",741,"Aldred Pond","LOT9163 2022-05-29 Aldred Pond","yes"
"2022-10-25",7482,"Lump Crab Meat",624,"Windmill Pond","LOT7482 2022-10-25 Windmill Pond","yes"
"2022-06-02",5468,"Frog_fish",483,"Beaverdam Creek","LOT5468 2022-06-02 Beaverdam Creek","no"
"2022-06-06",9577,"Item",770,"Tippecanoe Lake","LOT9577 2022-06-06 Tippecanoe Lake","yes"
"2021-09-21",1278,"Crab or Crab Meat",189,"Camp Area Fishing","LOT1278 2021-09-21 Camp Area Fishing","no"
"2023-03-06",3367,"Angel_Fish",336,"Lake Birchwood","LOT3367 2023-03-06 Lake Birchwood","no"
"2022-02-17",6621,"Red_Snaper_Fish",563,"Horsepen Pond","LOT6621 2022-02-17 Horsepen Pond","no"
"2022-07-11",9423,"COLOSSAL LUMP crab Meat",760,"Tippecanoe Lake","LOT9423 2022-07-11 Tippecanoe Lake","yes"
"2022-12-17",3311,"Angel_Fish",332,"Lake Birchwood","LOT3311 2022-12-17 Lake Birchwood","no"
"2022-05-15",2101,"Lobster",247,"Scout high point fishing","LOT2101 2022-05-15 Scout high point fishing","no"
"2022-03-31",3947,"Ballon_Fish",376,"DragonFLy Park","LOT3947 2022-03-31 DragonFLy Park","no"
"2022-09-26",7847,"Lump Crab Meat",649,"Silver Lake Regional Park","LOT7847 2022-09-26 Silver Lake Regional Park","yes"
"2021-08-31",2946,"White_Fish",306,"Feild Point Fishing","LOT2946 2021-08-31 Feild Point Fishing","no"
"2022-11-21",5837,"Gold Fish",509,"Bullfrog Fishing Hole","LOT5837 2022-11-21 Bullfrog Fishing Hole","no"
"2023-02-13",1255,"Crab or Crab Meat",188,"Camp Area Fishing","LOT1255 2023-02-13 Camp Area Fishing","no"
"2022-01-28",7754,"Lump Crab Meat",643,"Silver Lake Regional Park","LOT7754 2022-01-28 Silver Lake Regional Park","yes"
"2022-07-05",3615,"Angel_Fish",353,"Lake Birchwood","LOT3615 2022-07-05 Lake Birchwood","no"
"2021-07-18",3012,"White_Fish",311,"Feild Point Fishing","LOT3012 2021-07-18 Feild Point Fishing","no"
"2023-01-29",4021,"Ballon_Fish",381,"DragonFLy Park","LOT4021 2023-01-29 DragonFLy Park","no"
"2021-08-14",5713,"Frog_fish",500,"Bullfrog Fishing Hole","LOT5713 2021-08-14 Bullfrog Fishing Hole","no"
"2022-06-28",64,"Salmon",104,"Outshore Fishing Area","LOT64 2022-06-28 Outshore Fishing Area","no"
"2022-06-13",8693,"Claws Crab Meat",708,"Fishing Pier","LOT8693 2022-06-13 Fishing Pier","yes"
"2022-06-16",3816,"Ballon_Fish",367,"DragonFLy Park","LOT3816 2022-06-16 DragonFLy Park","no"
"2021-09-04",7744,"Lump Crab Meat",642,"Silver Lake Regional Park","LOT7744 2021-09-04 Silver Lake Regional Park","yes"
"2022-07-22",7306,"Jumbo Lump Crab MEat",611,"Windmill Pond","LOT7306 2022-07-22 Windmill Pond","yes"
"2021-10-20",9351,"COLOSSAL LUMP crab Meat",755,"Aldred Pond","LOT9351 2021-10-20 Aldred Pond","yes"
"2022-01-22",5964,"Gold Fish",517,"Bullfrog Fishing Hole","LOT5964 2022-01-22 Bullfrog Fishing Hole","no"
"2022-04-15",7988,"Cocktail Claws Carb Meat",659,"Silver Lake Regional Park","LOT7988 2022-04-15 Silver Lake Regional Park","yes"
"2022-01-28",7956,"Cocktail Claws Carb Meat",657,"Silver Lake Regional Park","LOT7956 2022-01-28 Silver Lake Regional Park","yes"
"2022-05-03",3288,"Angel_Fish",330,"Lake Birchwood","LOT3288 2022-05-03 Lake Birchwood","no"
"2021-11-10",433,"Salmon",130,"Outshore Fishing Area","LOT433 2021-11-10 Outshore Fishing Area","no"
"2022-08-09",3592,"Angel_Fish",351,"Lake Birchwood","LOT3592 2022-08-09 Lake Birchwood","no"
"2022-09-20",2425,"Tuna",270,"Scout high point fishing","LOT2425 2022-09-20 Scout high point fishing","no"
"2021-12-04",4743,"File_Fish",432,"Quail Ridge Lake Access","LOT4743 2021-12-04 Quail Ridge Lake Access","no"
"2022-02-06",5673,"Frog_fish",497,"Bullfrog Fishing Hole","LOT5673 2022-02-06 Bullfrog Fishing Hole","no"
"2023-03-24",2380,"Tuna",267,"Scout high point fishing","LOT2380 2023-03-24 Scout high point fishing","no"
"2022-06-22",8863,"Claws Crab Meat",720,"Aldred Pond","LOT8863 2022-06-22 Aldred Pond","yes"
"2023-03-03",1856,"Lobster",230,"Camp Area Fishing","LOT1856 2023-03-03 Camp Area Fishing","no"
"2021-12-30",2625,"Tuna",284,"Feild Point Fishing","LOT2625 2021-12-30 Feild Point Fishing","no"
"2021-07-17",3387,"Angel_Fish",337,"Lake Birchwood","LOT3387 2021-07-17 Lake Birchwood","no"
"2021-08-16",4869,"File_Fish",441,"Quail Ridge Lake Access","LOT4869 2021-08-16 Quail Ridge Lake Access","no"
"2022-07-19",6064,"Gold Fish",524,"Bullfrog Fishing Hole","LOT6064 2022-07-19 Bullfrog Fishing Hole","no"
"2022-06-12",1427,"Crab or Crab Meat",200,"Camp Area Fishing","LOT1427 2022-06-12 Camp Area Fishing","no"
"2022-04-02",4174,"Ballon_Fish",392,"DragonFLy Park","LOT4174 2022-04-02 DragonFLy Park","no"
"2022-09-15",972,"Shrimp",168,"Pond Area Fishing","LOT972 2022-09-15 Pond Area Fishing","no"
"2022-11-18",3257,"Angel_Fish",328,"Lake Birchwood","LOT3257 2022-11-18 Lake Birchwood","no"
"2022-09-24",6520,"Red_Snaper_Fish",556,"Horsepen Pond","LOT6520 2022-09-24 Horsepen Pond","no"
"2022-02-26",3002,"White_Fish",310,"Feild Point Fishing","LOT3002 2022-02-26 Feild Point Fishing","no"
"2022-11-28",6689,"Red_Snaper_Fish",568,"Horsepen Pond","LOT6689 2022-11-28 Horsepen Pond","no"
"2021-09-12",5096,"File_Fish",457,"Beaverdam Creek","LOT5096 2021-09-12 Beaverdam Creek","no"
"2021-09-05",6749,"Red_Snaper_Fish",572,"Horsepen Pond","LOT6749 2021-09-05 Horsepen Pond","no"
"2023-03-12",8401,"Cocktail Claws Carb Meat",688,"Fishing Pier","LOT8401 2023-03-12 Fishing Pier","yes"
"2022-07-26",3564,"Angel_Fish",349,"Lake Birchwood","LOT3564 2022-07-26 Lake Birchwood","no"
"2022-03-17",2247,"Tuna",257,"Scout high point fishing","LOT2247 2022-03-17 Scout high point fishing","no"
"2022-09-27",5861,"Gold Fish",510,"Bullfrog Fishing Hole","LOT5861 2022-09-27 Bullfrog Fishing Hole","no"
"2022-01-18",3434,"Angel_Fish",340,"Lake Birchwood","LOT3434 2022-01-18 Lake Birchwood","no"
"2021-09-30",5989,"Gold Fish",519,"Bullfrog Fishing Hole","LOT5989 2021-09-30 Bullfrog Fishing Hole","no"
"2021-12-25",9957,"Item",797,"Tippecanoe Lake","LOT9957 2021-12-25 Tippecanoe Lake","yes"
"2021-09-24",5353,"Frog_fish",475,"Beaverdam Creek","LOT5353 2021-09-24 Beaverdam Creek","no"
"2023-03-21",7056,"Jumbo Lump Crab MEat",594,"Windmill Pond","LOT7056 2023-03-21 Windmill Pond","yes"
"2023-01-16",9881,"Item",792,"Tippecanoe Lake","LOT9881 2023-01-16 Tippecanoe Lake","yes"
"2021-09-10",436,"Salmon",130,"Outshore Fishing Area","LOT436 2021-09-10 Outshore Fishing Area","no"
"2022-06-03",6005,"Gold Fish",520,"Bullfrog Fishing Hole","LOT6005 2022-06-03 Bullfrog Fishing Hole","no"
"2022-01-08",389,"Salmon",127,"Outshore Fishing Area","LOT389 2022-01-08 Outshore Fishing Area","no"
"2022-08-08",1278,"Crab or Crab Meat",189,"Camp Area Fishing","LOT1278 2022-08-08 Camp Area Fishing","no"
"2023-01-08",5742,"Frog_fish",502,"Bullfrog Fishing Hole","LOT5742 2023-01-08 Bullfrog Fishing Hole","no"
"2022-09-04",6643,"Red_Snaper_Fish",565,"Horsepen Pond","LOT6643 2022-09-04 Horsepen Pond","no"
"2023-02-01",1373,"Crab or Crab Meat",196,"Camp Area Fishing","LOT1373 2023-02-01 Camp Area Fishing","no"
"2021-11-15",1806,"Lobster",226,"Camp Area Fishing","LOT1806 2021-11-15 Camp Area Fishing","no"
"2022-12-03",9584,"Item",771,"Tippecanoe Lake","LOT9584 2022-12-03 Tippecanoe Lake","yes"
"2022-02-18",8671,"Claws Crab Meat",707,"Fishing Pier","LOT8671 2022-02-18 Fishing Pier","yes"
"2022-07-02",7398,"Lump Crab Meat",618,"Windmill Pond","LOT7398 2022-07-02 Windmill Pond","yes"
"2022-12-11",5628,"Frog_fish",494,"Bullfrog Fishing Hole","LOT5628 2022-12-11 Bullfrog Fishing Hole","no"
"2022-10-14",6277,"Gold Fish",539,"Horsepen Pond","LOT6277 2022-10-14 Horsepen Pond","no"
"2021-08-16",2753,"White_Fish",293,"Feild Point Fishing","LOT2753 2021-08-16 Feild Point Fishing","no"
"2022-02-14",1724,"Lobster",221,"Camp Area Fishing","LOT1724 2022-02-14 Camp Area Fishing","no"
"2022-11-21",2956,"White_Fish",307,"Feild Point Fishing","LOT2956 2022-11-21 Feild Point Fishing","no"
"2022-10-16",429,"Salmon",130,"Outshore Fishing Area","LOT429 2022-10-16 Outshore Fishing Area","no"
"2021-09-22",9636,"Item",775,"Tippecanoe Lake","LOT9636 2021-09-22 Tippecanoe Lake","yes"
"2022-04-30",6258,"Gold Fish",538,"Horsepen Pond","LOT6258 2022-04-30 Horsepen Pond","no"
"2022-06-14",8492,"Claws Crab Meat",694,"Fishing Pier","LOT8492 2022-06-14 Fishing Pier","yes"
"2022-06-06",1421,"Crab or Crab Meat",199,"Camp Area Fishing","LOT1421 2022-06-06 Camp Area Fishing","no"
"2022-07-10",587,"Shrimp",141,"Outshore Fishing Area","LOT587 2022-07-10 Outshore Fishing Area","no"
"2021-07-19",167,"Salmon",112,"Outshore Fishing Area","LOT167 2021-07-19 Outshore Fishing Area","no"
"2023-02-19",9308,"COLOSSAL LUMP crab Meat",752,"Aldred Pond","LOT9308 2023-02-19 Aldred Pond","yes"
"2022-07-10",2670,"White_Fish",287,"Feild Point Fishing","LOT2670 2022-07-10 Feild Point Fishing","no"
"2022-10-01",4123,"Ballon_Fish",389,"DragonFLy Park","LOT4123 2022-10-01 DragonFLy Park","no"
"2023-01-25",1070,"Crab or Crab Meat",175,"Pond Area Fishing","LOT1070 2023-01-25 Pond Area Fishing","no"
"2022-10-26",5525,"Frog_fish",487,"Beaverdam Creek","LOT5525 2022-10-26 Beaverdam Creek","no"
"2021-12-06",6791,"Red_Snaper_Fish",575,"Horsepen Pond","LOT6791 2021-12-06 Horsepen Pond","no"
"2022-08-16",4857,"File_Fish",440,"Quail Ridge Lake Access","LOT4857 2022-08-16 Quail Ridge Lake Access","no"
"2023-01-26",3187,"Angel_Fish",323,"Lake Birchwood","LOT3187 2023-01-26 Lake Birchwood","no"
"2021-11-24",8940,"Claws Crab Meat",726,"Aldred Pond","LOT8940 2021-11-24 Aldred Pond","yes"
"2021-10-27",4312,"Cat_Fish",402,"DragonFLy Park","LOT4312 2021-10-27 DragonFLy Park","no"
"2021-09-13",7097,"Jumbo Lump Crab MEat",597,"Windmill Pond","LOT7097 2021-09-13 Windmill Pond","yes"
"2021-09-01",4683,"Cat_Fish",428,"Quail Ridge Lake Access","LOT4683 2021-09-01 Quail Ridge Lake Access","no"
"2023-01-19",9266,"COLOSSAL LUMP crab Meat",749,"Aldred Pond","LOT9266 2023-01-19 Aldred Pond","yes"
"2022-08-23",5376,"Frog_fish",476,"Beaverdam Creek","LOT5376 2022-08-23 Beaverdam Creek","no"
