"Date of Cooling","Location_ID","Lot_ID","Sprouts_receipt Date","Initial_Packing_Date","Subsequent_ID","Harvested_Date","IP_ID","Item_Type","Quantity","Harvesting_ID","Field_ID","Mobile_ID","Outbreak"
"R3598",68,"LOT3598 2021-09-09_68","2021-09-15","2021-09-15","3598","2021-09-09","IP3598","Pumpkin Seed Sprouts",594,739,25,148,"no"
"R3599",102,"LOT3599 2021-10-24_102","2021-10-31","2021-11-01","3599","2021-10-24","IP3599","Onion Sprouts",790,1107,37,222,"no"
"R3600",84,"LOT3600 2022-06-26_84","2022-07-13","2022-07-14","3600","2022-06-26","IP3600","Soybean Sprouts",682,905,31,181,"no"
"R3601",87,"LOT3601 2022-02-23_87","2022-03-08","2022-03-08","3601","2022-02-23","IP3601","Green Lentil Sprouts",704,946,32,189,"no"
"R3602",37,"LOT3602 2022-09-05_37","2022-09-25","2022-09-25","3602","2022-09-05","IP3602","Brocolli Sprouts",409,393,14,79,"no"
"R3603",58,"LOT3603 2021-10-07_58","2021-10-14","2021-10-15","3603","2021-10-07","IP3603","Kidney-Bean Sprouts",535,629,22,126,"no"
"R3604",5,"LOT3604 2023-02-04_5","2023-03-02","2023-03-03","3604","2023-02-04","IP3604","Alfalfa Sprouts",226,50,3,11,"no"
"R3605",96,"LOT3605 2021-08-18_96","2021-08-22","2021-08-23","3605","2021-08-18","IP3605","Onion Sprouts",756,1042,35,209,"no"
"R3606",67,"LOT3606 2022-07-15_67","2022-08-02","2022-08-03","3606","2022-07-15","IP3606","Pumpkin Seed Sprouts",586,724,25,145,"no"
"R3607",18,"LOT3607 2022-11-19_18","2022-12-12","2022-12-12","3607","2022-11-19","IP3607","Red Clover Sprouts",301,191,7,39,"no"
"R3608",36,"LOT3608 2021-11-17_36","2021-11-25","2021-11-26","3608","2021-11-17","IP3608","Brocolli Sprouts",404,384,14,77,"no"
"R3609",85,"LOT3609 2022-06-17_85","2022-07-04","2022-07-04","3609","2022-06-17","IP3609","Soybean Sprouts",690,919,31,184,"no"
"R3610",87,"LOT3610 2021-12-05_87","2021-12-14","2021-12-15","3610","2021-12-05","IP3610","Green Lentil Sprouts",704,945,32,189,"no"
"R3611",14,"LOT3611 2022-07-23_14","2022-08-10","2022-08-10","3611","2022-07-23","IP3611","Mung Bean Sprouts",277,146,6,30,"no"
"R3612",21,"LOT3612 2022-07-22_21","2022-08-09","2022-08-10","3612","2022-07-22","IP3612","Red Clover Sprouts",314,215,8,44,"no"
"R3613",120,"LOT3613 2023-01-11_120","2023-02-05","2023-02-05","3613","2023-01-11","IP3613","Pea Sprouts",896,1306,44,261,"no"
"R3614",16,"LOT3614 2023-01-26_16","2023-02-21","2023-02-21","3614","2023-01-26","IP3614","Mung Bean Sprouts",286,163,6,33,"no"
"R3615",9,"LOT3615 2022-01-04_9","2022-01-14","2022-01-15","3615","2022-01-04","IP3615","Alfalfa Sprouts",245,85,4,18,"no"
"R3616",121,"LOT3616 2022-04-23_121","2022-05-08","2022-05-08","3616","2022-04-23","IP3616","Pea Sprouts",900,1312,44,262,"no"
"R3617",68,"LOT3617 2023-01-05_68","2023-01-29","2023-01-29","3617","2023-01-05","IP3617","Pumpkin Seed Sprouts",589,731,25,147,"no"
"R3618",50,"LOT3618 2022-04-04_50","2022-04-18","2022-04-19","3618","2022-04-04","IP3618","Wheatgrass Sprouts",485,536,18,108,"no"
"R3619",138,"LOT3619 2022-07-12_138","2022-07-30","2022-07-30","3619","2022-07-12","IP3619","Chickpeas Sprouts",997,1495,50,299,"yes"
"R3620",9,"LOT3620 2022-12-03_9","2022-12-27","2022-12-27","3620","2022-12-03","IP3620","Alfalfa Sprouts",244,84,4,18,"no"
"R3621",98,"LOT3621 2022-03-19_98","2022-04-02","2022-04-02","3621","2022-03-19","IP3621","Onion Sprouts",769,1066,36,213,"no"
"R3622",58,"LOT3622 2022-05-26_58","2022-06-11","2022-06-12","3622","2022-05-26","IP3622","Kidney-Bean Sprouts",534,627,21,126,"no"
"R3623",37,"LOT3623 2022-07-30_37","2022-08-18","2022-08-18","3623","2022-07-30","IP3623","Brocolli Sprouts",412,399,14,80,"no"
"R3624",106,"LOT3624 2022-04-09_106","2022-04-23","2022-04-24","3624","2022-04-09","IP3624","Sunflower Sprouts",812,1147,38,230,"no"
"R3625",34,"LOT3625 2021-09-15_34","2021-09-21","2021-09-21","3625","2021-09-15","IP3625","Radish Srpouts",395,367,13,74,"no"
"R3626",25,"LOT3626 2022-04-26_25","2022-05-11","2022-05-12","3626","2022-04-26","IP3626","Red Clover Sprouts",339,261,9,53,"no"
"R3627",99,"LOT3627 2021-12-04_99","2021-12-13","2021-12-14","3627","2021-12-04","IP3627","Onion Sprouts",775,1078,36,216,"no"
"R3628",132,"LOT3628 2022-08-06_132","2022-08-24","2022-08-25","3628","2022-08-06","IP3628","Chickpeas Sprouts",963,1431,48,286,"yes"
"R3629",102,"LOT3629 2021-12-14_102","2021-12-23","2021-12-24","3629","2021-12-14","IP3629","Onion Sprouts",791,1109,37,222,"no"
"R3630",104,"LOT3630 2022-04-15_104","2022-04-29","2022-04-30","3630","2022-04-15","IP3630","Sunflower Sprouts",803,1131,38,226,"no"
"R3631",54,"LOT3631 2022-07-19_54","2022-08-06","2022-08-07","3631","2022-07-19","IP3631","Kidney-Bean Sprouts",512,586,20,118,"no"
"R3632",104,"LOT3632 2022-11-24_104","2022-12-17","2022-12-17","3632","2022-11-24","IP3632","Sunflower Sprouts",802,1129,38,226,"no"
"R3633",70,"LOT3633 2022-10-13_70","2022-11-04","2022-11-04","3633","2022-10-13","IP3633","Mustard Sprouts",603,756,26,152,"no"
"R3634",120,"LOT3634 2021-10-15_120","2021-10-22","2021-10-23","3634","2021-10-15","IP3634","Pea Sprouts",896,1305,44,261,"no"
"R3635",8,"LOT3635 2021-10-29_8","2021-11-06","2021-11-07","3635","2021-10-29","IP3635","Alfalfa Sprouts",241,78,4,16,"no"
"R3636",127,"LOT3636 2022-10-30_127","2022-11-22","2022-11-22","3636","2022-10-30","IP3636","Seasame Sprouts",936,1380,46,276,"yes"
"R3637",47,"LOT3637 2022-02-20_47","2022-03-04","2022-03-04","3637","2022-02-20","IP3637","Wheatgrass Sprouts",467,501,17,101,"no"
"R3638",25,"LOT3638 2022-11-10_25","2022-12-02","2022-12-02","3638","2022-11-10","IP3638","Red Clover Sprouts",341,265,10,54,"no"
"R3639",40,"LOT3639 2021-08-28_40","2021-09-02","2021-09-03","3639","2021-08-28","IP3639","Brocolli Sprouts",430,432,15,87,"no"
"R3640",124,"LOT3640 2022-09-13_124","2022-10-03","2022-10-03","3640","2022-09-13","IP3640","Seasame Sprouts",920,1350,45,270,"no"
"R3641",17,"LOT3641 2022-04-10_17","2022-04-24","2022-04-25","3641","2022-04-10","IP3641","Mung Bean Sprouts",296,180,7,37,"no"
"R3642",16,"LOT3642 2021-11-26_16","2021-12-05","2021-12-06","3642","2021-11-26","IP3642","Mung Bean Sprouts",285,160,6,33,"no"
"R3643",34,"LOT3643 2022-03-16_34","2022-03-30","2022-03-30","3643","2022-03-16","IP3643","Radish Srpouts",391,358,13,72,"no"
"R3644",93,"LOT3644 2022-02-22_93","2022-03-06","2022-03-06","3644","2022-02-22","IP3644","Green Lentil Sprouts",737,1008,34,202,"no"
"R3645",60,"LOT3645 2021-10-18_60","2021-10-25","2021-10-26","3645","2021-10-18","IP3645","Kidney-Bean Sprouts",544,646,22,130,"no"
"R3646",2,"LOT3646 2022-06-06_2","2022-06-23","2022-06-23","3646","2022-06-06","IP3646","Alfalfa Sprouts",204,8,1,2,"no"
"R3647",129,"LOT3647 2021-08-12_129","2021-08-16","2021-08-17","3647","2021-08-12","IP3647","Seasame Sprouts",947,1401,47,280,"yes"
"R3648",120,"LOT3648 2022-09-16_120","2022-10-06","2022-10-06","3648","2022-09-16","IP3648","Pea Sprouts",897,1307,44,261,"no"
"R3649",79,"LOT3649 2022-04-22_79","2022-05-07","2022-05-07","3649","2022-04-22","IP3649","Soybean Sprouts",657,857,29,172,"no"
"R3650",113,"LOT3650 2021-09-28_113","2021-10-05","2021-10-06","3650","2021-09-28","IP3650","Pea Sprouts",852,1222,41,245,"no"
"R3651",34,"LOT3651 2022-01-29_34","2022-02-09","2022-02-10","3651","2022-01-29","IP3651","Radish Srpouts",395,367,13,74,"no"
"R3652",64,"LOT3652 2022-01-08_64","2022-01-19","2022-01-20","3652","2022-01-08","IP3652","Pumpkin Seed Sprouts",565,685,23,137,"no"
"R3653",99,"LOT3653 2023-01-06_99","2023-01-31","2023-01-31","3653","2023-01-06","IP3653","Onion Sprouts",774,1076,36,216,"no"
"R3654",137,"LOT3654 2022-06-24_137","2022-07-11","2022-07-12","3654","2022-06-24","IP3654","Chickpeas Sprouts",992,1484,49,297,"yes"
"R3655",113,"LOT3655 2022-12-04_113","2022-12-27","2022-12-28","3655","2022-12-04","IP3655","Pea Sprouts",856,1230,41,246,"no"
"R3656",74,"LOT3656 2021-12-07_74","2021-12-16","2021-12-17","3656","2021-12-07","IP3656","Mustard Sprouts",624,796,27,159,"no"
"R3657",84,"LOT3657 2022-05-10_84","2022-05-26","2022-05-26","3657","2022-05-10","IP3657","Soybean Sprouts",684,908,31,182,"no"
"R3658",114,"LOT3658 2022-05-08_114","2022-05-23","2022-05-24","3658","2022-05-08","IP3658","Pea Sprouts",859,1236,41,247,"no"
"R3659",8,"LOT3659 2023-01-24_8","2023-02-18","2023-02-19","3659","2023-01-24","IP3659","Alfalfa Sprouts",242,79,4,17,"no"
"R3660",111,"LOT3660 2021-12-11_111","2021-12-21","2021-12-22","3660","2021-12-11","IP3660","Sunflower Sprouts",843,1206,40,241,"no"
"R3661",125,"LOT3661 2021-10-11_125","2021-10-18","2021-10-19","3661","2021-10-11","IP3661","Seasame Sprouts",924,1357,45,271,"yes"
"R3662",118,"LOT3662 2022-08-10_118","2022-08-29","2022-08-29","3662","2022-08-10","IP3662","Pea Sprouts",885,1285,43,257,"no"
"R3663",135,"LOT3663 2022-07-02_135","2022-07-19","2022-07-19","3663","2022-07-02","IP3663","Chickpeas Sprouts",982,1466,49,293,"yes"
"R3664",81,"LOT3664 2023-01-25_81","2023-02-20","2023-02-20","3664","2023-01-25","IP3664","Soybean Sprouts",665,872,29,175,"no"
"R3665",118,"LOT3665 2022-03-30_118","2022-04-12","2022-04-13","3665","2022-03-30","IP3665","Pea Sprouts",881,1278,43,256,"no"
"R3666",81,"LOT3666 2022-03-22_81","2022-04-04","2022-04-05","3666","2022-03-22","IP3666","Soybean Sprouts",664,871,29,175,"no"
"R3667",41,"LOT3667 2022-08-31_41","2022-09-19","2022-09-20","3667","2022-08-31","IP3667","Brocolli Sprouts",431,434,15,87,"no"
"R3668",11,"LOT3668 2022-07-26_11","2022-08-14","2022-08-14","3668","2022-07-26","IP3668","Mung Bean Sprouts",259,111,5,23,"no"
"R3669",128,"LOT3669 2022-03-09_128","2022-03-22","2022-03-22","3669","2022-03-09","IP3669","Seasame Sprouts",944,1395,47,279,"yes"
"R3670",34,"LOT3670 2022-08-29_34","2022-09-18","2022-09-18","3670","2022-08-29","IP3670","Radish Srpouts",390,358,13,72,"no"
"R3671",11,"LOT3671 2021-08-28_11","2021-09-02","2021-09-03","3671","2021-08-28","IP3671","Mung Bean Sprouts",261,115,5,24,"no"
"R3672",45,"LOT3672 2022-04-29_45","2022-05-14","2022-05-14","3672","2022-04-29","IP3672","Wheatgrass Sprouts",456,481,17,97,"no"
"R3673",55,"LOT3673 2021-10-27_55","2021-11-03","2021-11-04","3673","2021-10-27","IP3673","Kidney-Bean Sprouts",513,587,20,118,"no"
"R3674",15,"LOT3674 2022-06-17_15","2022-07-03","2022-07-04","3674","2022-06-17","IP3674","Mung Bean Sprouts",279,149,6,31,"no"
"R3675",97,"LOT3675 2022-08-30_97","2022-09-18","2022-09-19","3675","2022-08-30","IP3675","Onion Sprouts",758,1046,35,209,"no"
"R3676",136,"LOT3676 2021-11-05_136","2021-11-13","2021-11-14","3676","2021-11-05","IP3676","Chickpeas Sprouts",988,1477,49,295,"yes"
"R3677",27,"LOT3677 2021-11-26_27","2021-12-05","2021-12-06","3677","2021-11-26","IP3677","Radish Srpouts",355,291,10,59,"no"
"R3678",34,"LOT3678 2021-09-17_34","2021-09-23","2021-09-24","3678","2021-09-17","IP3678","Radish Srpouts",391,359,13,72,"no"
"R3679",32,"LOT3679 2022-08-03_32","2022-08-21","2022-08-22","3679","2022-08-03","IP3679","Radish Srpouts",382,342,12,69,"no"
"R3680",112,"LOT3680 2021-12-31_112","2022-01-10","2022-01-10","3680","2021-12-31","IP3680","Sunflower Sprouts",847,1214,41,243,"no"
"R3681",68,"LOT3681 2023-01-30_68","2023-02-24","2023-02-25","3681","2023-01-30","IP3681","Pumpkin Seed Sprouts",593,737,25,148,"no"
"R3682",72,"LOT3682 2022-02-15_72","2022-02-27","2022-02-27","3682","2022-02-15","IP3682","Mustard Sprouts",615,779,26,156,"no"
"R3683",36,"LOT3683 2023-02-14_36","2023-03-12","2023-03-12","3683","2023-02-14","IP3683","Brocolli Sprouts",405,385,14,78,"no"
"R3684",81,"LOT3684 2021-08-01_81","2021-08-05","2021-08-06","3684","2021-08-01","IP3684","Soybean Sprouts",665,873,29,175,"no"
"R3685",23,"LOT3685 2022-08-12_23","2022-08-31","2022-08-31","3685","2022-08-12","IP3685","Red Clover Sprouts",331,246,9,50,"no"
"R3686",20,"LOT3686 2021-12-14_20","2021-12-24","2021-12-25","3686","2021-12-14","IP3686","Red Clover Sprouts",312,212,8,43,"no"
"R3687",59,"LOT3687 2022-11-08_59","2022-12-01","2022-12-01","3687","2022-11-08","IP3687","Kidney-Bean Sprouts",539,635,22,128,"no"
"R3688",7,"LOT3688 2022-08-06_7","2022-08-25","2022-08-25","3688","2022-08-06","IP3688","Alfalfa Sprouts",238,72,3,15,"no"
"R3689",136,"LOT3689 2022-01-11_136","2022-01-21","2022-01-22","3689","2022-01-11","IP3689","Chickpeas Sprouts",989,1479,49,296,"yes"
"R3690",124,"LOT3690 2022-07-08_124","2022-07-25","2022-07-26","3690","2022-07-08","IP3690","Seasame Sprouts",920,1349,45,270,"no"
"R3691",134,"LOT3691 2022-06-20_134","2022-07-07","2022-07-07","3691","2022-06-20","IP3691","Chickpeas Sprouts",976,1456,49,291,"yes"
"R3692",44,"LOT3692 2022-07-28_44","2022-08-15","2022-08-16","3692","2022-07-28","IP3692","Brocolli Sprouts",450,469,16,94,"no"
"R3693",133,"LOT3693 2021-11-09_133","2021-11-17","2021-11-17","3693","2021-11-09","IP3693","Chickpeas Sprouts",970,1444,48,289,"yes"
"R3694",2,"LOT3694 2021-08-21_2","2021-08-25","2021-08-26","3694","2021-08-21","IP3694","Alfalfa Sprouts",203,7,1,2,"no"
"R3695",104,"LOT3695 2021-11-10_104","2021-11-18","2021-11-19","3695","2021-11-10","IP3695","Sunflower Sprouts",804,1132,38,227,"no"
"R3696",131,"LOT3696 2021-08-19_131","2021-08-24","2021-08-25","3696","2021-08-19","IP3696","Chickpeas Sprouts",959,1423,47,285,"yes"
"R3697",4,"LOT3697 2022-06-23_4","2022-07-10","2022-07-11","3697","2022-06-23","IP3697","Alfalfa Sprouts",220,38,2,8,"no"
"R3698",18,"LOT3698 2022-09-06_18","2022-09-26","2022-09-27","3698","2022-09-06","IP3698","Red Clover Sprouts",301,190,7,39,"no"
"R3699",87,"LOT3699 2021-11-27_87","2021-12-06","2021-12-07","3699","2021-11-27","IP3699","Green Lentil Sprouts",703,944,32,189,"no"
"R3700",25,"LOT3700 2022-11-01_25","2022-11-23","2022-11-24","3700","2022-11-01","IP3700","Red Clover Sprouts",338,260,9,53,"no"
"R3701",106,"LOT3701 2022-01-20_106","2022-01-31","2022-02-01","3701","2022-01-20","IP3701","Sunflower Sprouts",815,1153,39,231,"no"
"R3702",24,"LOT3702 2022-11-18_24","2022-12-11","2022-12-11","3702","2022-11-18","IP3702","Red Clover Sprouts",332,248,9,50,"no"
"R3703",115,"LOT3703 2022-03-16_115","2022-03-29","2022-03-29","3703","2022-03-16","IP3703","Pea Sprouts",867,1251,42,250,"no"
"R3704",28,"LOT3704 2023-02-21_28","2023-03-20","2023-03-20","3704","2023-02-21","IP3704","Radish Srpouts",358,297,11,60,"no"
"R3705",22,"LOT3705 2022-05-09_22","2022-05-24","2022-05-25","3705","2022-05-09","IP3705","Red Clover Sprouts",325,235,9,48,"no"
"R3706",9,"LOT3706 2021-11-18_9","2021-11-26","2021-11-27","3706","2021-11-18","IP3706","Alfalfa Sprouts",249,94,4,19,"no"
"R3707",8,"LOT3707 2022-09-10_8","2022-09-30","2022-09-30","3707","2022-09-10","IP3707","Alfalfa Sprouts",240,76,3,16,"no"
"R3708",15,"LOT3708 2022-03-30_15","2022-04-13","2022-04-13","3708","2022-03-30","IP3708","Mung Bean Sprouts",279,149,6,31,"no"
"R3709",20,"LOT3709 2022-07-06_20","2022-07-24","2022-07-24","3709","2022-07-06","IP3709","Red Clover Sprouts",311,208,8,42,"no"
"R3710",122,"LOT3710 2022-06-21_122","2022-07-08","2022-07-09","3710","2022-06-21","IP3710","Seasame Sprouts",908,1328,44,266,"no"
"R3711",11,"LOT3711 2022-04-06_11","2022-04-20","2022-04-21","3711","2022-04-06","IP3711","Mung Bean Sprouts",256,105,4,22,"no"
"R3712",41,"LOT3712 2022-02-27_41","2022-03-11","2022-03-12","3712","2022-02-27","IP3712","Brocolli Sprouts",434,440,15,88,"no"
"R3713",134,"LOT3713 2022-08-24_134","2022-09-13","2022-09-13","3713","2022-08-24","IP3713","Chickpeas Sprouts",979,1460,49,292,"yes"
"R3714",45,"LOT3714 2023-01-10_45","2023-02-04","2023-02-04","3714","2023-01-10","IP3714","Wheatgrass Sprouts",459,486,17,98,"no"
"R3715",85,"LOT3715 2021-10-23_85","2021-10-30","2021-10-31","3715","2021-10-23","IP3715","Soybean Sprouts",693,925,31,185,"no"
"R3716",9,"LOT3716 2022-11-25_9","2022-12-18","2022-12-18","3716","2022-11-25","IP3716","Alfalfa Sprouts",247,89,4,19,"no"
"R3717",83,"LOT3717 2022-03-11_83","2022-03-24","2022-03-25","3717","2022-03-11","IP3717","Soybean Sprouts",679,898,30,180,"no"
"R3718",91,"LOT3718 2022-01-13_91","2022-01-24","2022-01-24","3718","2022-01-13","IP3718","Green Lentil Sprouts",728,991,33,198,"no"
"R3719",99,"LOT3719 2022-03-31_99","2022-04-14","2022-04-15","3719","2022-03-31","IP3719","Onion Sprouts",770,1068,36,214,"no"
"R3720",49,"LOT3720 2022-05-03_49","2022-05-18","2022-05-19","3720","2022-05-03","IP3720","Wheatgrass Sprouts",482,529,18,106,"no"
"R3721",111,"LOT3721 2022-11-17_111","2022-12-09","2022-12-10","3721","2022-11-17","IP3721","Sunflower Sprouts",841,1203,40,241,"no"
"R3722",43,"LOT3722 2022-08-31_43","2022-09-20","2022-09-20","3722","2022-08-31","IP3722","Brocolli Sprouts",444,459,16,92,"no"
"R3723",17,"LOT3723 2021-11-11_17","2021-11-19","2021-11-19","3723","2021-11-11","IP3723","Mung Bean Sprouts",296,181,7,37,"no"
"R3724",73,"LOT3724 2021-09-21_73","2021-09-27","2021-09-28","3724","2021-09-21","IP3724","Mustard Sprouts",620,789,27,158,"no"
"R3725",14,"LOT3725 2022-10-10_14","2022-11-01","2022-11-01","3725","2022-10-10","IP3725","Mung Bean Sprouts",278,147,6,30,"no"
"R3726",129,"LOT3726 2022-07-26_129","2022-08-13","2022-08-13","3726","2022-07-26","IP3726","Seasame Sprouts",945,1397,47,279,"yes"
"R3727",114,"LOT3727 2022-06-10_114","2022-06-26","2022-06-27","3727","2022-06-10","IP3727","Pea Sprouts",861,1240,41,248,"no"
"R3728",69,"LOT3728 2022-05-07_69","2022-05-22","2022-05-22","3728","2022-05-07","IP3728","Pumpkin Seed Sprouts",595,741,25,149,"no"
"R3729",19,"LOT3729 2023-01-23_19","2023-02-18","2023-02-18","3729","2023-01-23","IP3729","Red Clover Sprouts",304,195,7,40,"no"
"R3730",47,"LOT3730 2021-08-23_47","2021-08-28","2021-08-29","3730","2021-08-23","IP3730","Wheatgrass Sprouts",470,506,18,102,"no"
"R3731",31,"LOT3731 2022-11-19_31","2022-12-12","2022-12-13","3731","2022-11-19","IP3731","Radish Srpouts",373,325,12,66,"no"
"R3732",39,"LOT3732 2022-04-08_39","2022-04-22","2022-04-22","3732","2022-04-08","IP3732","Brocolli Sprouts",421,416,15,84,"no"
"R3733",25,"LOT3733 2022-08-08_25","2022-08-27","2022-08-27","3733","2022-08-08","IP3733","Red Clover Sprouts",339,261,9,53,"no"
"R3734",31,"LOT3734 2021-09-26_31","2021-10-02","2021-10-03","3734","2021-09-26","IP3734","Radish Srpouts",372,324,12,65,"no"
"R3735",83,"LOT3735 2023-02-28_83","2023-03-27","2023-03-27","3735","2023-02-28","IP3735","Soybean Sprouts",681,902,30,181,"no"
"R3736",118,"LOT3736 2022-07-09_118","2022-07-27","2022-07-27","3736","2022-07-09","IP3736","Pea Sprouts",883,1280,43,256,"no"
"R3737",108,"LOT3737 2022-03-23_108","2022-04-05","2022-04-06","3737","2022-03-23","IP3737","Sunflower Sprouts",826,1173,39,235,"no"
"R3738",14,"LOT3738 2022-09-25_14","2022-10-15","2022-10-16","3738","2022-09-25","IP3738","Mung Bean Sprouts",279,148,6,30,"no"
"R3739",1,"LOT3739 2022-06-15_1","2022-07-02","2022-07-03","3739","2022-06-15","IP3739","Alfalfa Sprouts",202,5,1,2,"no"
"R3740",99,"LOT3740 2022-07-23_99","2022-08-10","2022-08-11","3740","2022-07-23","IP3740","Onion Sprouts",772,1072,36,215,"no"
"R3741",128,"LOT3741 2022-09-15_128","2022-10-05","2022-10-06","3741","2022-09-15","IP3741","Seasame Sprouts",943,1392,46,279,"yes"
"R3742",125,"LOT3742 2022-08-03_125","2022-08-22","2022-08-22","3742","2022-08-03","IP3742","Seasame Sprouts",925,1359,45,272,"yes"
"R3743",91,"LOT3743 2022-10-20_91","2022-11-10","2022-11-10","3743","2022-10-20","IP3743","Green Lentil Sprouts",726,987,33,198,"no"
"R3744",78,"LOT3744 2022-02-02_78","2022-02-14","2022-02-14","3744","2022-02-02","IP3744","Soybean Sprouts",652,848,29,170,"no"
"R3745",6,"LOT3745 2023-01-14_6","2023-02-08","2023-02-08","3745","2023-01-14","IP3745","Alfalfa Sprouts",230,57,3,12,"no"
"R3746",93,"LOT3746 2021-11-05_93","2021-11-13","2021-11-14","3746","2021-11-05","IP3746","Green Lentil Sprouts",738,1010,34,202,"no"
"R3747",74,"LOT3747 2022-05-15_74","2022-05-31","2022-05-31","3747","2022-05-15","IP3747","Mustard Sprouts",629,804,27,161,"no"
"R3748",21,"LOT3748 2021-10-31_21","2021-11-08","2021-11-08","3748","2021-10-31","IP3748","Red Clover Sprouts",316,218,8,44,"no"
"R3749",23,"LOT3749 2022-03-31_23","2022-04-13","2022-04-14","3749","2022-03-31","IP3749","Red Clover Sprouts",329,243,9,49,"no"
"R3750",33,"LOT3750 2021-12-31_33","2022-01-10","2022-01-11","3750","2021-12-31","IP3750","Radish Srpouts",388,353,13,71,"no"
"R3751",38,"LOT3751 2022-05-06_38","2022-05-21","2022-05-22","3751","2022-05-06","IP3751","Brocolli Sprouts",415,403,14,81,"no"
"R3752",37,"LOT3752 2021-10-06_37","2021-10-12","2021-10-13","3752","2021-10-06","IP3752","Brocolli Sprouts",409,392,14,79,"no"
"R3753",25,"LOT3753 2021-10-27_25","2021-11-04","2021-11-05","3753","2021-10-27","IP3753","Red Clover Sprouts",339,261,9,53,"no"
"R3754",120,"LOT3754 2023-02-23_120","2023-03-21","2023-03-21","3754","2023-02-23","IP3754","Pea Sprouts",896,1305,44,261,"no"
"R3755",41,"LOT3755 2022-06-15_41","2022-07-01","2022-07-02","3755","2022-06-15","IP3755","Brocolli Sprouts",431,434,15,87,"no"
"R3756",98,"LOT3756 2022-08-10_98","2022-08-28","2022-08-29","3756","2022-08-10","IP3756","Onion Sprouts",764,1058,36,212,"no"
"R3757",36,"LOT3757 2022-11-21_36","2022-12-14","2022-12-14","3757","2022-11-21","IP3757","Brocolli Sprouts",405,385,14,78,"no"
"R3758",24,"LOT3758 2022-06-01_24","2022-06-17","2022-06-18","3758","2022-06-01","IP3758","Red Clover Sprouts",337,258,9,52,"no"
"R3759",88,"LOT3759 2022-08-01_88","2022-08-19","2022-08-20","3759","2022-08-01","IP3759","Green Lentil Sprouts",711,958,32,192,"no"
